,Business,City,Price,Review,ID
1413,Bunker Hill Barber Shop,Boston,2,5,IsyX6AJ2GuqJZEy9onqSFQ
1414,Bunker Hill Barber Shop,Boston,2,5,IsyX6AJ2GuqJZEy9onqSFQ
1415,Bunker Hill Barber Shop,Boston,2,5,IsyX6AJ2GuqJZEy9onqSFQ
1416,Belmont Barber Shop,Boston,1,5,hxz7D5akvYchsYwp3egLMQ
1417,Belmont Barber Shop,Boston,1,5,hxz7D5akvYchsYwp3egLMQ
1418,Belmont Barber Shop,Boston,1,5,hxz7D5akvYchsYwp3egLMQ
1419,Sal's Barber Shop,Boston,1,4,fXdDAyaJwu5utoI3rxZeNQ
1420,Sal's Barber Shop,Boston,1,5,fXdDAyaJwu5utoI3rxZeNQ
1421,Sal's Barber Shop,Boston,1,1,fXdDAyaJwu5utoI3rxZeNQ
1422,Pat Corcoran's Mens Barber Shop,Boston,2,5,8QGq6YchCeXcTgw3Qbk42w
1423,Pat Corcoran's Mens Barber Shop,Boston,2,1,8QGq6YchCeXcTgw3Qbk42w
1424,Pat Corcoran's Mens Barber Shop,Boston,2,1,8QGq6YchCeXcTgw3Qbk42w
1425,Central Barber Shop,Boston,1,5,Y6OYJ4lKAtDJm1vpu7HSCg
1426,Central Barber Shop,Boston,1,3,Y6OYJ4lKAtDJm1vpu7HSCg
1427,Central Barber Shop,Boston,1,5,Y6OYJ4lKAtDJm1vpu7HSCg
1428,Mike's Classic Barber Shop,Boston,1,5,SnvKfZ8JnbwmowYjeFBMjQ
1429,Mike's Classic Barber Shop,Boston,1,4,SnvKfZ8JnbwmowYjeFBMjQ
1430,Mike's Classic Barber Shop,Boston,1,5,SnvKfZ8JnbwmowYjeFBMjQ
1431,Mike's Barber Shop,Boston,2,4,kLGXuYv6I2PtG3-InJ6PSQ
1432,Mike's Barber Shop,Boston,2,5,kLGXuYv6I2PtG3-InJ6PSQ
1433,Mike's Barber Shop,Boston,2,1,kLGXuYv6I2PtG3-InJ6PSQ
1434,Superior Image Barbershop,Boston,1,5,QxUiBtg1caY7iik18OMkCg
1435,Superior Image Barbershop,Boston,1,5,QxUiBtg1caY7iik18OMkCg
1436,Superior Image Barbershop,Boston,1,5,QxUiBtg1caY7iik18OMkCg
1437,LoGrasso's Barbershop,Boston,2,5,TqWC4OeutW5L6AaeIyn-MQ
1438,LoGrasso's Barbershop,Boston,2,1,TqWC4OeutW5L6AaeIyn-MQ
1439,LoGrasso's Barbershop,Boston,2,5,TqWC4OeutW5L6AaeIyn-MQ
1440,Michael's Hair Cutting For Men,Boston,1,5,pq4p1c4tPwZGdOuO9Jr2Sw
1441,Michael's Hair Cutting For Men,Boston,1,5,pq4p1c4tPwZGdOuO9Jr2Sw
1442,Michael's Hair Cutting For Men,Boston,1,3,pq4p1c4tPwZGdOuO9Jr2Sw
1443,Clarendon Barbers,Boston,1,5,T1ajogmSER9JQTNcKS0AGQ
1444,Clarendon Barbers,Boston,1,5,T1ajogmSER9JQTNcKS0AGQ
1445,Clarendon Barbers,Boston,1,1,T1ajogmSER9JQTNcKS0AGQ
1446,Yen Hair and Beauty,Boston,1,4,F_q_c_XhuuKMlqvsdZffvA
1447,Yen Hair and Beauty,Boston,1,5,F_q_c_XhuuKMlqvsdZffvA
1448,Yen Hair and Beauty,Boston,1,1,F_q_c_XhuuKMlqvsdZffvA
1449,Technicuts,Boston,2,5,764khisMIwHIr9uyCNvB-A
1450,Technicuts,Boston,2,5,764khisMIwHIr9uyCNvB-A
1451,Technicuts,Boston,2,1,764khisMIwHIr9uyCNvB-A
1452,Tribe Barber,Boston,2,5,ABG4xvKXITBt8Kv9rq1cIQ
1453,Tribe Barber,Boston,2,1,ABG4xvKXITBt8Kv9rq1cIQ
1454,Tribe Barber,Boston,2,5,ABG4xvKXITBt8Kv9rq1cIQ
1455,VIP Barber Shop,Boston,1,5,LT0nrEX6zPOBAwXhRYyuMw
1456,VIP Barber Shop,Boston,1,1,LT0nrEX6zPOBAwXhRYyuMw
1457,VIP Barber Shop,Boston,1,5,LT0nrEX6zPOBAwXhRYyuMw
1458,Lo Grasso's Barber Shop,Boston,1,1,id1WmS5nbd7OBaPg17NzmA
1459,Lo Grasso's Barber Shop,Boston,1,5,id1WmS5nbd7OBaPg17NzmA
1460,Lo Grasso's Barber Shop,Boston,1,4,id1WmS5nbd7OBaPg17NzmA
1461,The Gentlemen's Salon,Boston,2,5,4cYOJQ7HMfYpyhVV_nhxTw
1462,The Gentlemen's Salon,Boston,2,5,4cYOJQ7HMfYpyhVV_nhxTw
1463,The Gentlemen's Salon,Boston,2,4,4cYOJQ7HMfYpyhVV_nhxTw
1464,Fort Hill Barber Shop,Boston,1,5,JxbOGlEG79PndDsKZ2uZvw
1465,Fort Hill Barber Shop,Boston,1,1,JxbOGlEG79PndDsKZ2uZvw
1466,Fort Hill Barber Shop,Boston,1,5,JxbOGlEG79PndDsKZ2uZvw
1467,Sebastian's Barber Shop,Boston,1,5,lLecA5b3qGOC4YjjDD8SVQ
1468,Sebastian's Barber Shop,Boston,1,5,lLecA5b3qGOC4YjjDD8SVQ
1469,Sebastian's Barber Shop,Boston,1,5,lLecA5b3qGOC4YjjDD8SVQ
1470,Chivalry Grooming Parlour,Boston,3,5,iaB38eY7VjMt-V3weeNqIQ
1471,Chivalry Grooming Parlour,Boston,3,5,iaB38eY7VjMt-V3weeNqIQ
1472,Chivalry Grooming Parlour,Boston,3,3,iaB38eY7VjMt-V3weeNqIQ
1473,Primos II Barber Shop,Boston,1,5,PC6wpMYpL5v1i0F0434pWw
1474,Primos II Barber Shop,Boston,1,5,PC6wpMYpL5v1i0F0434pWw
1475,Primos II Barber Shop,Boston,1,5,PC6wpMYpL5v1i0F0434pWw
1476,Black Label Barbershop,Boston,2,5,qPZHXlRJ1iSSYAZJqw_uUg
1477,Black Label Barbershop,Boston,2,5,qPZHXlRJ1iSSYAZJqw_uUg
1478,Black Label Barbershop,Boston,2,5,qPZHXlRJ1iSSYAZJqw_uUg
1479,Perfect Style,Boston,1,5,A40elYI42M6uHujToTs8qA
1480,Perfect Style,Boston,1,5,A40elYI42M6uHujToTs8qA
1481,Perfect Style,Boston,1,5,A40elYI42M6uHujToTs8qA
1482,Gentlemans Choice Barber,Boston,2,5,SZFnnThRFP1DxtbYLrRkkA
1483,Gentlemans Choice Barber,Boston,2,5,SZFnnThRFP1DxtbYLrRkkA
1484,Gentlemans Choice Barber,Boston,2,5,SZFnnThRFP1DxtbYLrRkkA
1485,Skip Scaro's Barber Shop,Boston,1,5,n0t06_NLi9-xH9zEXihO3A
1486,Skip Scaro's Barber Shop,Boston,1,2,n0t06_NLi9-xH9zEXihO3A
1487,Skip Scaro's Barber Shop,Boston,1,5,n0t06_NLi9-xH9zEXihO3A
1488,South Boston Barber Shop,Boston,1,5,oB2YLw6fbph1ZhQZtGx8OQ
1489,South Boston Barber Shop,Boston,1,5,oB2YLw6fbph1ZhQZtGx8OQ
1490,South Boston Barber Shop,Boston,1,5,oB2YLw6fbph1ZhQZtGx8OQ
1491,Angelo's Barber Shop,Boston,4,5,amcBCTCViLv69mtFYfV2Kw
1492,Angelo's Barber Shop,Boston,4,5,amcBCTCViLv69mtFYfV2Kw
1493,Angelo's Barber Shop,Boston,4,5,amcBCTCViLv69mtFYfV2Kw
1494,Society Barbershop,Boston,2,5,B3YtTTP0QSQpOJOgItkhzw
1495,Society Barbershop,Boston,2,5,B3YtTTP0QSQpOJOgItkhzw
1496,Society Barbershop,Boston,2,5,B3YtTTP0QSQpOJOgItkhzw
1497,Mei's Hair Place,Boston,1,5,TFh8OMOLHpndNflu366OTA
1498,Mei's Hair Place,Boston,1,5,TFh8OMOLHpndNflu366OTA
1499,Mei's Hair Place,Boston,1,5,TFh8OMOLHpndNflu366OTA
